Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Longitude,Latitude
786,20,rl,,9790,pave,no_alley_access,reg,lvl,allpub,inside,gtl,nwames,feedr,norm,1fam,1story,6,5,1967,1967,gable,compshg,brkface,wd sdng,unknown,0.0,ta,ta,cblock,ta,ta,no,rec,251.0,lwq,630.0,491.0,1372.0,gasa,ta,y,sbrkr,1342,0,0,1342,0.0,0.0,2,0,3,1,ta,7,typ,1,gd,attchd,1967.0,unf,2.0,457.0,ta,ta,y,0,0,0,0,197,0,unknown,,unknown,0,9,2009,wd,normal,161500.0,-93.625775,42.043145
787,50,rm,60.0,10800,pave,no_alley_access,reg,lvl,allpub,inside,gtl,oldtown,artery,norm,1fam,1.5fin,5,6,1915,1950,gable,compshg,metalsd,metalsd,unknown,0.0,ta,gd,pconc,fa,ta,no,lwq,686.0,unf,0.0,0.0,686.0,gasa,ta,y,sbrkr,966,686,0,1652,1.0,0.0,2,0,4,1,ta,7,typ,0,,detchd,1961.0,unf,1.0,416.0,ta,ta,y,0,0,196,0,0,0,unknown,,shed,1200,6,2010,wd,normal,139000.0,-93.610588,42.029146
788,60,rl,76.0,10142,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,sawyerw,norm,norm,1fam,2story,7,5,2004,2004,gable,compshg,vinylsd,vinylsd,unknown,0.0,gd,ta,pconc,gd,ta,no,glq,656.0,unf,0.0,300.0,956.0,gasa,ex,y,sbrkr,956,1128,0,2084,1.0,0.0,2,1,4,1,gd,8,typ,0,,builtin,2004.0,rfn,2.0,618.0,ta,ta,y,0,45,0,0,0,0,unknown,,unknown,0,1,2010,wd,normal,233000.0,-93.692309,42.036255
789,20,rm,50.0,6000,pave,no_alley_access,reg,lvl,allpub,corner,gtl,oldtown,norm,norm,1fam,1story,4,7,1954,2000,gable,compshg,metalsd,metalsd,unknown,0.0,ta,ta,cblock,ta,ta,no,unf,0.0,unf,0.0,901.0,901.0,gasa,ex,y,sbrkr,901,0,0,901,0.0,0.0,1,0,2,1,ta,4,typ,0,,detchd,1954.0,unf,1.0,281.0,fa,ta,y,0,0,0,0,0,0,unknown,,unknown,0,8,2008,wd,normal,107900.0,-93.607724,42.032381
790,60,rl,,12205,pave,no_alley_access,ir1,low,allpub,inside,gtl,clearcr,norm,norm,1fam,2story,6,8,1966,2007,gable,compshg,hdboard,hdboard,brkface,157.0,ta,ta,cblock,ta,fa,gd,lwq,568.0,unf,0.0,264.0,832.0,gasa,gd,y,sbrkr,976,1111,0,2087,0.0,0.0,2,1,5,1,gd,9,typ,0,,attchd,1966.0,fin,2.0,444.0,ta,ta,y,133,168,0,0,0,0,unknown,,unknown,0,7,2007,wd,normal,187500.0,-93.6825099,42.024734
791,120,rl,43.0,3182,pave,no_alley_access,reg,lvl,allpub,inside,gtl,blmngtn,norm,norm,twnhse,1story,7,5,2005,2006,gable,compshg,vinylsd,vinylsd,brkface,11.0,gd,ta,pconc,gd,ta,no,glq,16.0,unf,0.0,1129.0,1145.0,gasa,ex,y,sbrkr,1145,0,0,1145,0.0,0.0,2,0,2,1,gd,5,typ,1,gd,attchd,2005.0,fin,2.0,397.0,ta,ta,y,100,16,0,0,0,0,unknown,,unknown,0,9,2009,wd,normal,160200.0,-93.642914,42.062086
792,80,rl,,11333,pave,no_alley_access,ir1,lvl,allpub,corner,gtl,mitchel,norm,norm,1fam,slvl,6,5,1976,1976,gable,compshg,hdboard,hdboard,unknown,0.0,ta,ta,pconc,gd,ta,av,alq,539.0,unf,0.0,490.0,1029.0,gasa,ta,y,sbrkr,1062,0,0,1062,1.0,0.0,1,0,3,1,ta,5,typ,2,ta,attchd,1976.0,rfn,2.0,539.0,ta,ta,y,120,0,0,0,0,0,unknown,,unknown,0,5,2007,wd,normal,146800.0,-93.604923,41.991612
793,60,rl,92.0,9920,pave,no_alley_access,ir1,lvl,allpub,culdsac,gtl,noridge,norm,norm,1fam,2story,7,5,1996,1997,gable,compshg,metalsd,metalsd,unknown,0.0,gd,ta,pconc,gd,ta,av,glq,862.0,unf,0.0,255.0,1117.0,gasa,ex,y,sbrkr,1127,886,0,2013,1.0,0.0,2,1,3,1,ta,8,typ,1,ta,attchd,1997.0,unf,2.0,455.0,ta,ta,y,180,130,0,0,0,0,unknown,,unknown,0,6,2007,wd,normal,269790.0,-93.655159,42.052361
794,20,rl,76.0,9158,pave,no_alley_access,reg,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,1story,8,5,2007,2007,gable,compshg,cemntbd,cmentbd,stone,140.0,gd,ta,pconc,gd,ta,av,unf,0.0,unf,0.0,1496.0,1496.0,gasa,ex,y,sbrkr,1496,0,0,1496,0.0,0.0,2,0,3,1,gd,7,typ,0,,attchd,2007.0,fin,2.0,474.0,ta,ta,y,168,130,0,0,0,0,unknown,,unknown,0,6,2007,new,partial,225000.0,-93.643449,42.053186
795,60,rl,,10832,pave,no_alley_access,ir1,lvl,allpub,corner,gtl,gilbert,norm,norm,1fam,2story,7,5,1994,1996,gable,compshg,metalsd,metalsd,unknown,0.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,712.0,712.0,gasa,ex,y,sbrkr,1086,809,0,1895,0.0,0.0,2,1,3,1,gd,7,typ,1,ta,attchd,1994.0,fin,2.0,409.0,ta,ta,y,143,46,0,0,0,0,unknown,,shed,500,10,2008,wd,normal,194500.0,-93.636798,42.058445
796,60,rl,70.0,8400,pave,no_alley_access,reg,lvl,allpub,inside,gtl,sawyerw,norm,norm,1fam,2story,6,6,1980,1981,gable,compshg,hdboard,hdboard,brkface,130.0,ta,ta,cblock,gd,ta,no,unf,0.0,unf,0.0,650.0,650.0,gasa,ta,y,sbrkr,888,676,0,1564,0.0,0.0,2,1,3,1,ta,7,typ,1,ta,attchd,1980.0,unf,2.0,476.0,ta,ta,y,0,50,0,0,204,0,unknown,mnprv,unknown,0,4,2010,wd,normal,171000.0,-93.685029,42.034678
797,20,rl,71.0,8197,pave,no_alley_access,reg,lvl,allpub,inside,gtl,sawyer,norm,norm,1fam,1story,6,5,1977,1977,gable,compshg,plywood,plywood,brkface,148.0,ta,ta,cblock,ta,ta,no,unf,0.0,unf,0.0,660.0,660.0,gasa,ex,y,sbrkr,1285,0,0,1285,0.0,0.0,1,1,3,1,ta,7,typ,1,ta,attchd,1977.0,rfn,2.0,528.0,ta,ta,y,138,0,0,0,0,0,unknown,mnprv,unknown,0,4,2007,wd,normal,143500.0,-93.672119,42.030591
798,20,rl,57.0,7677,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,5,1953,1953,gable,compshg,vinylsd,vinylsd,unknown,0.0,ta,ta,cblock,ta,ta,no,blq,570.0,unf,0.0,203.0,773.0,gasa,gd,y,sbrkr,773,0,0,773,0.0,0.0,1,0,2,1,ta,4,typ,0,,attchd,1953.0,unf,1.0,240.0,ta,ta,y,0,0,0,0,0,0,unknown,,unknown,0,4,2008,wd,abnorml,110000.0,-93.61707,42.038516
799,60,rl,104.0,13518,pave,no_alley_access,reg,lvl,allpub,inside,gtl,nridght,norm,norm,1fam,2story,9,5,2008,2009,hip,compshg,vinylsd,vinylsd,stone,860.0,ex,ta,pconc,ex,ta,no,unf,0.0,unf,0.0,1926.0,1926.0,gasa,ex,y,sbrkr,1966,1174,0,3140,0.0,0.0,3,1,4,1,ex,11,typ,2,gd,builtin,2009.0,fin,3.0,820.0,ta,ta,y,144,78,0,0,0,0,unknown,,unknown,0,7,2009,new,partial,485000.0,-93.652716,42.063025
800,50,rl,60.0,7200,pave,no_alley_access,reg,lvl,allpub,corner,gtl,swisu,feedr,norm,1fam,1.5fin,5,7,1937,1950,gable,compshg,wd sdng,wd sdng,brkface,252.0,ta,ta,brktil,gd,ta,no,alq,569.0,unf,0.0,162.0,731.0,gasa,ex,y,sbrkr,981,787,0,1768,1.0,0.0,1,1,3,1,gd,7,typ,2,ta,detchd,1939.0,unf,1.0,240.0,ta,ta,y,0,0,264,0,0,0,unknown,mnprv,unknown,0,6,2007,wd,normal,175000.0,-93.6461654,42.01892100000001
801,60,rl,79.0,12798,pave,no_alley_access,ir1,hls,allpub,inside,mod,clearcr,feedr,norm,1fam,2story,6,5,1997,1997,gable,compshg,vinylsd,vinylsd,unknown,0.0,ta,ta,pconc,gd,ta,gd,glq,462.0,unf,0.0,154.0,616.0,gasa,gd,y,sbrkr,616,1072,0,1688,1.0,0.0,2,1,4,1,gd,8,typ,0,,attchd,1997.0,rfn,2.0,603.0,ta,ta,y,403,114,185,0,0,0,unknown,,shed,400,5,2008,wd,normal,200000.0,-93.679198,42.02578099999999
802,30,rm,40.0,4800,pave,no_alley_access,reg,lvl,allpub,inside,gtl,idotrr,norm,norm,1fam,1story,4,7,1916,1990,gable,compshg,metalsd,metalsd,unknown,0.0,ta,ta,cblock,ta,ta,no,lwq,197.0,unf,0.0,999.0,1196.0,gasa,ex,y,fusea,1196,0,0,1196,1.0,0.0,1,0,2,1,ta,5,typ,0,,detchd,1957.0,unf,2.0,440.0,ta,ta,y,0,0,0,0,0,0,unknown,,unknown,0,7,2007,wd,normal,109900.0,-93.625297,42.023518
803,60,rl,63.0,8199,pave,no_alley_access,reg,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,2story,7,5,2005,2005,gable,compshg,wdshing,wd shng,unknown,0.0,gd,ta,pconc,gd,ta,av,glq,648.0,unf,0.0,80.0,728.0,gasa,ex,y,sbrkr,728,728,0,1456,1.0,0.0,2,1,3,1,gd,7,typ,1,gd,attchd,2005.0,fin,2.0,410.0,ta,ta,y,36,18,0,0,0,0,unknown,,unknown,0,10,2008,wd,normal,189000.0,-93.6838447,42.0138316
804,60,rl,107.0,13891,pave,no_alley_access,reg,lvl,allpub,inside,gtl,nridght,norm,norm,1fam,2story,9,5,2008,2009,hip,compshg,vinylsd,vinylsd,stone,424.0,ex,ta,pconc,ex,ta,gd,unf,0.0,unf,0.0,1734.0,1734.0,gasa,ex,y,sbrkr,1734,1088,0,2822,0.0,0.0,3,1,4,1,ex,12,typ,1,gd,builtin,2009.0,rfn,3.0,1020.0,ta,ta,y,52,170,0,0,192,0,unknown,,unknown,0,1,2009,new,partial,582933.0,-93.657049,42.0623985
805,20,rl,75.0,9000,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,5,1954,1954,gable,compshg,wd sdng,wd sdng,unknown,0.0,ta,ta,cblock,ta,ta,no,lwq,812.0,unf,0.0,124.0,936.0,gasa,ta,y,sbrkr,1128,0,0,1128,0.0,0.0,1,0,2,1,ta,5,min1,0,,attchd,1954.0,unf,1.0,286.0,ta,ta,y,0,0,0,0,0,0,unknown,gdwo,unknown,0,6,2006,wd,family,118000.0,-93.6181153,42.0422973
806,20,rl,91.0,12274,pave,no_alley_access,ir1,lvl,allpub,fr2,gtl,somerst,norm,norm,1fam,1story,7,5,2008,2008,gable,compshg,vinylsd,vinylsd,stone,256.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,1417.0,1417.0,gasa,ex,y,sbrkr,1428,0,0,1428,0.0,0.0,2,0,3,1,ex,6,typ,0,,attchd,2008.0,rfn,2.0,554.0,ta,ta,y,0,60,0,0,0,0,unknown,,unknown,0,7,2008,new,partial,227680.0,-93.643976,42.054319
807,80,rl,75.0,9750,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,slvl,5,5,1967,1967,gable,compshg,vinylsd,vinylsd,unknown,0.0,ta,ta,pconc,ta,ta,av,alq,400.0,rec,480.0,100.0,980.0,gasa,gd,y,sbrkr,980,0,0,980,0.0,0.0,2,0,3,1,ta,6,typ,0,,attchd,1967.0,fin,1.0,384.0,ta,ta,y,68,0,0,0,0,0,unknown,,unknown,0,10,2006,wd,normal,135500.0,-93.627935,42.046496
808,70,rl,144.0,21384,pave,no_alley_access,reg,lvl,allpub,inside,gtl,brkside,norm,norm,1fam,2story,5,6,1923,2004,gable,compshg,wd sdng,wd sdng,unknown,0.0,ta,ta,cblock,ta,ta,gd,glq,1309.0,unf,0.0,15.0,1324.0,gasa,ex,y,sbrkr,1072,504,0,1576,2.0,0.0,1,1,3,1,gd,6,typ,1,ta,attchd,1923.0,rfn,2.0,528.0,ta,ta,y,0,312,0,0,0,0,unknown,,unknown,0,5,2009,wd,normal,223500.0,-93.6289369,42.03399599999999
809,80,rl,85.0,13400,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,slvl,5,5,1966,1966,gable,compshg,vinylsd,vinylsd,brkface,1047.0,ta,ta,cblock,ta,ta,av,alq,516.0,blq,128.0,380.0,1024.0,gasa,ta,y,sbrkr,1086,0,0,1086,1.0,0.0,1,0,3,1,ta,6,typ,1,gd,attchd,1966.0,rfn,2.0,484.0,ta,ta,y,0,0,0,0,0,0,unknown,gdwo,unknown,0,6,2006,wd,normal,159950.0,-93.608984,42.040811
810,75,rm,90.0,8100,pave,no_alley_access,reg,lvl,allpub,corner,gtl,oldtown,norm,norm,1fam,2.5unf,5,5,1898,1965,hip,compshg,asbshng,asbshng,unknown,0.0,ta,ta,pconc,ta,ta,no,unf,0.0,unf,0.0,849.0,849.0,gasa,ta,n,fusea,1075,1063,0,2138,0.0,0.0,2,0,2,3,ta,11,typ,0,,detchd,1910.0,unf,2.0,360.0,fa,po,n,40,156,0,0,0,0,unknown,mnprv,unknown,0,11,2009,wd,normal,106000.0,-93.613887,42.028957
811,20,rl,78.0,10140,pave,no_alley_access,reg,lvl,allpub,inside,gtl,nwames,norm,norm,1fam,1story,6,6,1974,1999,hip,compshg,hdboard,hdboard,brkface,99.0,ta,ta,cblock,ta,ta,no,alq,663.0,lwq,377.0,0.0,1040.0,gasa,fa,y,sbrkr,1309,0,0,1309,1.0,0.0,1,1,3,1,gd,5,typ,1,fa,attchd,1974.0,rfn,2.0,484.0,ta,ta,y,265,0,0,0,0,648,fa,gdprv,unknown,0,1,2006,wd,normal,181000.0,-93.630289,42.04977
812,120,rm,,4438,pave,no_alley_access,reg,lvl,allpub,inside,gtl,collgcr,norm,norm,twnhse,1story,6,5,2004,2004,gable,compshg,vinylsd,vinylsd,brkface,169.0,gd,ta,pconc,gd,ta,gd,glq,662.0,unf,0.0,186.0,848.0,gasa,ex,y,sbrkr,848,0,0,848,1.0,0.0,1,0,1,1,gd,4,typ,1,gd,attchd,2004.0,fin,2.0,420.0,ta,ta,y,140,0,0,0,0,0,unknown,,unknown,0,6,2008,conld,normal,144500.0,-93.681401,42.016122
813,20,c,66.0,8712,grvl,no_alley_access,reg,bnk,allpub,inside,mod,idotrr,norm,norm,1fam,1story,5,5,1952,1952,hip,compshg,wd sdng,wd sdng,unknown,0.0,fa,ta,cblock,ta,ta,av,unf,0.0,unf,0.0,540.0,540.0,gasa,ta,n,fusea,1044,0,0,1044,0.0,0.0,1,0,2,1,fa,4,typ,0,,basment,1952.0,unf,2.0,504.0,ta,ta,n,0,0,0,0,0,0,unknown,,shed,54,6,2010,wd,alloca,55993.0,-93.608271,42.021327
814,20,rl,75.0,9750,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,6,6,1958,1958,gable,compshg,metalsd,metalsd,brkface,243.0,ta,ta,cblock,ta,ta,no,rec,608.0,unf,0.0,834.0,1442.0,gasa,gd,y,sbrkr,1442,0,0,1442,0.0,0.0,1,1,4,1,ta,7,typ,0,,attchd,1958.0,rfn,1.0,301.0,ta,ta,y,0,0,275,0,0,0,unknown,,shed,500,4,2007,cod,normal,157900.0,-93.615281,42.043946
815,50,rl,45.0,8248,pave,grvl,reg,lvl,allpub,inside,gtl,edwards,norm,norm,1fam,1.5fin,5,7,1918,1950,gable,compshg,stucco,stucco,unknown,0.0,ta,ta,brktil,ta,ta,no,unf,0.0,unf,0.0,686.0,686.0,gasw,gd,y,sbrkr,686,564,0,1250,0.0,1.0,1,1,3,1,fa,7,typ,0,,detchd,1955.0,unf,1.0,280.0,ta,ta,p,207,0,96,0,0,0,unknown,,unknown,0,7,2006,wd,normal,116000.0,-93.656753,42.022089
816,20,rl,48.0,12137,pave,no_alley_access,ir2,lvl,allpub,culdsac,gtl,collgcr,norm,norm,1fam,1story,7,5,1998,1998,gable,compshg,vinylsd,vinylsd,brkface,442.0,ta,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,1649.0,1649.0,gasa,ex,y,sbrkr,1661,0,0,1661,0.0,0.0,2,0,3,1,gd,6,typ,0,,attchd,1998.0,rfn,2.0,598.0,ta,ta,y,0,34,0,0,0,0,unknown,,unknown,0,5,2010,wd,normal,224900.0,-93.682686,42.017749
817,20,rl,,11425,pave,no_alley_access,ir1,lvl,allpub,corner,gtl,names,norm,norm,1fam,1story,5,6,1954,1954,gable,compshg,brkface,brkface,unknown,0.0,ta,ta,cblock,ta,ta,no,blq,486.0,unf,0.0,522.0,1008.0,gasa,gd,y,sbrkr,1008,0,0,1008,0.0,0.0,1,0,2,1,ta,4,typ,1,gd,attchd,1954.0,rfn,1.0,275.0,ta,ta,y,0,0,120,0,0,0,unknown,,unknown,0,7,2006,wd,normal,137000.0,-93.622649,42.038351
818,20,rl,,13265,pave,no_alley_access,ir1,lvl,allpub,culdsac,gtl,mitchel,norm,norm,1fam,1story,8,5,2002,2002,hip,compshg,cemntbd,cmentbd,brkface,148.0,gd,ta,pconc,gd,ta,no,glq,1218.0,unf,0.0,350.0,1568.0,gasa,ex,y,sbrkr,1689,0,0,1689,1.0,0.0,2,0,3,1,gd,7,typ,2,gd,attchd,2002.0,rfn,3.0,857.0,ta,ta,y,150,59,0,0,0,0,unknown,,unknown,0,7,2008,wd,normal,271000.0,-93.607121,41.997124
819,80,rl,80.0,8816,pave,no_alley_access,reg,lvl,allpub,inside,gtl,clearcr,norm,norm,1fam,slvl,6,7,1971,1971,gable,compshg,hdboard,hdboard,brkface,80.0,ta,ta,cblock,ta,ta,av,glq,504.0,unf,0.0,506.0,1010.0,gasa,gd,y,sbrkr,1052,0,0,1052,1.0,0.0,1,0,3,1,ta,6,typ,0,,attchd,1971.0,unf,2.0,440.0,ta,ta,y,0,0,0,0,0,0,unknown,mnprv,unknown,0,6,2010,wd,normal,155000.0,-93.682138,42.024318
820,120,rl,44.0,6371,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,nridght,norm,norm,twnhse,1story,7,5,2009,2010,gable,compshg,vinylsd,vinylsd,stone,128.0,gd,ta,pconc,gd,ta,mn,glq,733.0,unf,0.0,625.0,1358.0,gasa,ex,y,sbrkr,1358,0,0,1358,1.0,0.0,2,0,2,1,gd,6,typ,1,gd,attchd,2010.0,rfn,2.0,484.0,ta,ta,y,192,35,0,0,0,0,unknown,,unknown,0,6,2010,new,partial,224000.0,-93.650436,42.058388
821,60,rl,72.0,7226,pave,no_alley_access,ir1,lvl,allpub,culdsac,gtl,collgcr,norm,norm,1fam,2story,7,5,2003,2003,gable,compshg,vinylsd,vinylsd,unknown,0.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,798.0,798.0,gasa,ex,y,sbrkr,798,842,0,1640,0.0,0.0,2,1,3,1,gd,6,typ,0,,attchd,2003.0,rfn,2.0,595.0,ta,ta,y,0,45,0,0,0,0,unknown,,unknown,0,6,2008,wd,normal,183000.0,-93.687674,42.014435
822,20,rm,60.0,6000,pave,pave,reg,bnk,allpub,inside,mod,oldtown,norm,norm,2fmcon,1story,4,4,1953,1953,gable,compshg,metalsd,metalsd,unknown,0.0,fa,ta,cblock,fa,ta,no,unf,0.0,unf,0.0,936.0,936.0,gasa,ta,n,sbrkr,936,0,0,936,0.0,0.0,1,0,2,1,ta,4,min2,0,,detchd,1974.0,unf,2.0,576.0,ta,ta,y,0,32,112,0,0,0,unknown,,unknown,0,2,2009,wd,normal,93000.0,-93.6129105,42.0310603
823,60,rl,,12394,pave,no_alley_access,ir1,lvl,allpub,corner,gtl,gilbert,norm,norm,1fam,2story,7,5,2003,2003,gable,compshg,vinylsd,vinylsd,unknown,0.0,gd,ta,pconc,gd,ta,gd,unf,0.0,unf,0.0,847.0,847.0,gasa,ex,y,sbrkr,847,886,0,1733,0.0,0.0,2,1,3,1,gd,7,typ,1,gd,builtin,2003.0,fin,2.0,433.0,ta,ta,y,100,48,0,0,0,0,unknown,,unknown,0,10,2007,wd,family,225000.0,-93.63988,42.06127499999999
824,50,rl,60.0,9900,pave,no_alley_access,reg,lvl,allpub,inside,gtl,swisu,norm,norm,1fam,1.5fin,6,7,1940,1950,gable,compshg,vinylsd,vinylsd,unknown,0.0,ta,ta,brktil,ta,ta,no,unf,0.0,unf,0.0,778.0,778.0,gasa,ta,y,sbrkr,944,545,0,1489,0.0,0.0,2,0,3,1,ta,7,typ,1,gd,detchd,1940.0,unf,1.0,240.0,ta,ta,y,335,0,0,0,0,0,unknown,gdwo,unknown,0,7,2009,wd,normal,139500.0,-93.64857,42.016921
825,20,fv,81.0,11216,pave,no_alley_access,reg,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,1story,8,5,2006,2006,gable,compshg,vinylsd,vinylsd,unknown,0.0,gd,ta,pconc,gd,gd,no,unf,0.0,unf,0.0,1489.0,1489.0,gasa,ex,y,sbrkr,1489,0,0,1489,0.0,0.0,2,0,3,1,gd,7,typ,1,gd,attchd,2006.0,rfn,2.0,776.0,ta,ta,y,0,140,0,0,0,0,unknown,,unknown,0,6,2006,new,partial,232600.0,-93.643898,42.052272
826,20,rl,114.0,14803,pave,no_alley_access,reg,lvl,allpub,inside,gtl,nridght,posn,posn,1fam,1story,10,5,2007,2008,hip,compshg,cemntbd,cmentbd,brkface,816.0,ex,ta,pconc,ex,ta,av,glq,1636.0,unf,0.0,442.0,2078.0,gasa,ex,y,sbrkr,2084,0,0,2084,1.0,0.0,2,0,2,1,ex,7,typ,1,gd,attchd,2007.0,fin,3.0,1220.0,ta,ta,y,188,45,0,0,0,0,unknown,,unknown,0,6,2008,new,partial,385000.0,-93.652941,42.063129
827,45,rm,50.0,6130,pave,no_alley_access,reg,lvl,allpub,inside,gtl,brkside,norm,norm,1fam,1.5unf,5,6,1924,1950,gable,compshg,metalsd,metalsd,unknown,0.0,ta,ta,brktil,ta,ta,no,alq,784.0,unf,0.0,0.0,784.0,gasa,gd,y,sbrkr,784,0,0,784,1.0,0.0,1,0,2,1,gd,5,typ,0,,no_garage,,no_garage,0.0,0.0,,,y,0,0,116,0,0,0,unknown,,unknown,0,5,2008,wd,normal,109500.0,-93.624715,42.033456
828,20,rl,65.0,8529,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,sawyerw,norm,norm,1fam,1story,7,5,2001,2001,gable,compshg,vinylsd,vinylsd,unknown,0.0,gd,ta,pconc,gd,ta,no,glq,20.0,unf,0.0,1434.0,1454.0,gasa,ex,y,sbrkr,1434,0,0,1434,0.0,0.0,2,0,3,1,gd,6,typ,1,ta,attchd,2001.0,rfn,2.0,527.0,ta,ta,y,290,39,0,0,0,0,unknown,,unknown,0,4,2009,wd,normal,189000.0,-93.6888,42.036905
829,60,rl,,28698,pave,no_alley_access,ir2,low,allpub,culdsac,sev,clearcr,norm,norm,1fam,2story,5,5,1967,1967,flat,tar&grv,plywood,plywood,unknown,0.0,ta,ta,pconc,ta,gd,gd,lwq,249.0,alq,764.0,0.0,1013.0,gasa,ta,y,sbrkr,1160,966,0,2126,0.0,1.0,2,1,3,1,ta,7,min2,0,,attchd,1967.0,fin,2.0,538.0,ta,ta,y,486,0,0,0,225,0,unknown,,unknown,0,6,2009,wd,abnorml,185000.0,-93.6825646,42.0255464
830,160,fv,24.0,2544,pave,pave,reg,lvl,allpub,inside,gtl,somerst,norm,norm,twnhs,2story,7,5,2005,2005,gable,compshg,metalsd,metalsd,unknown,0.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,600.0,600.0,gasa,ex,y,sbrkr,520,623,80,1223,0.0,0.0,2,1,2,1,gd,4,typ,0,,detchd,2005.0,rfn,2.0,480.0,ta,ta,y,0,166,0,0,0,0,unknown,,unknown,0,7,2006,wd,normal,147400.0,-93.644891,42.047642
831,20,rl,80.0,11900,pave,no_alley_access,ir1,lvl,allpub,corner,gtl,names,norm,norm,1fam,1story,6,5,1957,1957,gable,compshg,hdboard,hdboard,brkface,387.0,ta,ta,cblock,ta,ta,no,rec,1040.0,unf,0.0,352.0,1392.0,gasa,ta,y,fusea,1392,0,0,1392,1.0,0.0,1,1,3,1,ta,6,typ,2,gd,attchd,1957.0,rfn,2.0,458.0,ta,ta,y,0,0,0,0,192,0,unknown,,unknown,0,6,2008,wd,normal,166000.0,-93.613077,42.0438199
832,160,fv,30.0,3180,pave,pave,reg,lvl,allpub,inside,gtl,somerst,norm,norm,twnhse,2story,7,5,2005,2005,gable,compshg,metalsd,metalsd,unknown,0.0,ta,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,600.0,600.0,gasa,ex,y,sbrkr,520,600,80,1200,0.0,0.0,2,1,2,1,gd,4,typ,0,,detchd,2005.0,rfn,2.0,480.0,ta,ta,y,0,166,0,0,0,0,unknown,,unknown,0,6,2006,wd,normal,151000.0,-93.644891,42.047665
833,60,rl,44.0,9548,pave,no_alley_access,ir1,lvl,allpub,culdsac,gtl,collgcr,norm,norm,1fam,2story,7,6,2003,2003,gable,compshg,vinylsd,vinylsd,brkface,223.0,gd,ta,pconc,gd,ta,no,glq,483.0,unf,0.0,458.0,941.0,gasa,ex,y,sbrkr,941,888,0,1829,1.0,0.0,2,1,3,1,gd,7,typ,1,ta,attchd,2003.0,rfn,2.0,613.0,ta,ta,y,192,39,0,0,0,0,unknown,,unknown,0,1,2010,wd,normal,237000.0,-93.687764,42.016121
834,20,rl,100.0,10004,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,6,6,1964,1964,gable,compshg,hdboard,plywood,brkface,180.0,ta,ta,cblock,ta,ta,no,rec,196.0,blq,345.0,975.0,1516.0,gasa,ta,y,sbrkr,1516,0,0,1516,0.0,0.0,1,1,3,1,ta,6,typ,0,,attchd,1964.0,rfn,2.0,472.0,ta,ta,y,0,0,0,0,152,0,unknown,,unknown,0,2,2009,wd,normal,167000.0,-93.629415,42.040645
835,20,rl,75.0,7875,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,6,1961,1961,gable,compshg,vinylsd,vinylsd,brkface,136.0,ta,ta,cblock,ta,ta,no,rec,572.0,unf,0.0,572.0,1144.0,gasa,gd,y,sbrkr,1144,0,0,1144,1.0,0.0,1,0,3,1,ta,6,typ,0,,attchd,1961.0,unf,2.0,456.0,ta,ta,y,0,0,0,0,0,0,unknown,gdwo,unknown,0,9,2008,wd,normal,139950.0,-93.6178602,42.0470858
